"MaterialID","MaterialName","Thickness","Width","Size","Material","MaterialStandardPrice","UnitOfMeasure","MaterialType"
"11012BIR","1in X 10in X 12ft  Birch","1","10","1in X 10in X 12ft","Birch",36.0,"bdft","Wood"
"3/8410CHE","3/8in X 4in X 10ft  Cherry","3/8","4","3/8in X 4in X 10ft","Cherry",7.5,"bdft","Wood"
"4416OAK","4in X 4in X 16ft  Oak","4","4","4in X 4in X 16ft","Oak",128.0,"bdft","Wood"
"5/8412PIN","5/8in X 4in X 12ft  Pine","5/8","4","5/8in X 4in X 12ft","Pine",6.9,"bdft","Wood"
"NC038","Common Nail 3/8in",,,,,0.0375,"each","Nails"
"1-1/2610ASH","1-1/2in X 6in X 10ft  Ash","1-1/2","6","1-1/2in X 6in X 10ft","Ash",31.5,"bdft","Wood"
"3/8212OAK","3/8in X 2in X 12ft  Oak","3/8","2","3/8in X 2in X 12ft","Oak",3.6,"bdft","Wood"
"41010WAL","4in X 10in X 10ft  Walnut","4","10","4in X 10in X 10ft","Walnut",225.0,"bdft","Wood"
"2610OAK","2in X 6in X 10ft  Oak","2","6","2in X 6in X 10ft","Oak",48.0,"bdft","Wood"
"1/464ASH","1/4in X 6in X 4ft  Ash","1/4","6","1/4in X 6in X 4ft","Ash",2.1,"bdft","Wood"
"12210ASH","12in X 2in X 10ft  Ash","12","2","12in X 2in X 10ft","Ash",105.0,"bdft","Wood"
"5/824PIN","5/8in X 2in X 4ft  Pine","5/8","2","5/8in X 2in X 4ft","Pine",1.15,"bdft","Wood"
"10610WAL","10in X 6in X 10ft  Walnut","10","6","10in X 6in X 10ft","Walnut",337.5,"bdft","Wood"
"12108ASH","12in X 10in X 8ft  Ash","12","10","12in X 10in X 8ft","Ash",420.0,"bdft","Wood"
"3/868CHE","3/8in X 6in X 8ft  Cherry","3/8","6","3/8in X 6in X 8ft","Cherry",9.0,"bdft","Wood"
"3/4216CHE","3/4in X 2in X 16ft  Cherry","3/4","2","3/4in X 2in X 16ft","Cherry",12.0,"bdft","Wood"
"10312PIN","10in X 3in X 12ft  Pine","10","3","10in X 3in X 12ft","Pine",112.5,"bdft","Wood"
"3/4316OAK","3/4in X 3in X 16ft  Oak","3/4","3","3/4in X 3in X 16ft","Oak",14.4,"bdft","Wood"
"5/4316PIN","5/4in X 3in X 16ft  Pine","5/4","3","5/4in X 3in X 16ft","Pine",15.0,"bdft","Wood"
"228BIR","2in X 2in X 8ft  Birch","2","2","2in X 2in X 8ft","Birch",9.6,"bdft","Wood"
"1/21012ASH","1/2in X 10in X 12ft  Ash","1/2","10","1/2in X 10in X 12ft","Ash",21.0,"bdft","Wood"
"1-1/2416ASH","1-1/2in X 4in X 16ft  Ash","1-1/2","4","1-1/2in X 4in X 16ft","Ash",33.6,"bdft","Wood"
"3/4216PIN","3/4in X 2in X 16ft  Pine","3/4","2","3/4in X 2in X 16ft","Pine",6.0,"bdft","Wood"
"2416PIN","2in X 4in X 16ft  Pine","2","4","2in X 4in X 16ft","Pine",32.0,"bdft","Wood"
"434ASH","4in X 3in X 4ft  Ash","4","3","4in X 3in X 4ft","Ash",21.0,"bdft","Wood"
"138OAK","1in X 3in X 8ft  Oak","1","3","1in X 3in X 8ft","Oak",9.6,"bdft","Wood"
"2312BIR","2in X 3in X 12ft  Birch","2","3","2in X 3in X 12ft","Birch",21.6,"bdft","Wood"
"6810BIR","6in X 8in X 10ft  Birch","6","8","6in X 8in X 10ft","Birch",180.0,"bdft","Wood"
"1-1/2412BIR","1-1/2in X 4in X 12ft  Birch","1-1/2","4","1-1/2in X 4in X 12ft","Birch",21.6,"bdft","Wood"
"4412CHE","4in X 4in X 12ft  Cherry","4","4","4in X 4in X 12ft","Cherry",120.0,"bdft","Wood"
"1224OAK","12in X 2in X 4ft  Oak","12","2","12in X 2in X 4ft","Oak",48.0,"bdft","Wood"
"1124BIR","1in X 12in X 4ft  Birch","1","12","1in X 12in X 4ft","Birch",14.4,"bdft","Wood"
"1-1/2410PIN","1-1/2in X 4in X 10ft  Pine","1-1/2","4","1-1/2in X 4in X 10ft","Pine",15.0,"bdft","Wood"
"1/4210OAK","1/4in X 2in X 10ft  Oak","1/4","2","1/4in X 2in X 10ft","Oak",2.0,"bdft","Wood"
"1-1/21010BIR","1-1/2in X 10in X 10ft  Birch","1-1/2","10","1-1/2in X 10in X 10ft","Birch",45.0,"bdft","Wood"
"4412PIN","4in X 4in X 12ft  Pine","4","4","4in X 4in X 12ft","Pine",60.0,"bdft","Wood"
"12816PIN","12in X 8in X 16ft  Pine","12","8","12in X 8in X 16ft","Pine",480.0,"bdft","Wood"
"1228CHE","12in X 2in X 8ft  Cherry","12","2","12in X 2in X 8ft","Cherry",120.0,"bdft","Wood"
"1/438PIN","1/4in X 3in X 8ft  Pine","1/4","3","1/4in X 3in X 8ft","Pine",1.5,"bdft","Wood"
"3/41016CHE","3/4in X 10in X 16ft  Cherry","3/4","10","3/4in X 10in X 16ft","Cherry",60.0,"bdft","Wood"
"4416PIN","4in X 4in X 16ft  Pine","4","4","4in X 4in X 16ft","Pine",80.0,"bdft","Wood"
"3/868BIR","3/8in X 6in X 8ft  Birch","3/8","6","3/8in X 6in X 8ft","Birch",5.4,"bdft","Wood"
"3/444BIR","3/4in X 4in X 4ft  Birch","3/4","4","3/4in X 4in X 4ft","Birch",3.6,"bdft","Wood"
"4108WAL","4in X 10in X 8ft  Walnut","4","10","4in X 10in X 8ft","Walnut",180.0,"bdft","Wood"
"10810WAL","10in X 8in X 10ft  Walnut","10","8","10in X 8in X 10ft","Walnut",450.0,"bdft","Wood"
"3/8124OAK","3/8in X 12in X 4ft  Oak","3/8","12","3/8in X 12in X 4ft","Oak",7.2,"bdft","Wood"
"3/428ASH","3/4in X 2in X 8ft  Ash","3/4","2","3/4in X 2in X 8ft","Ash",4.2,"bdft","Wood"
"1/4616WAL","1/4in X 6in X 16ft  Walnut","1/4","6","1/4in X 6in X 16ft","Walnut",10.8,"bdft","Wood"
"1/2816CHE","1/2in X 8in X 16ft  Cherry","1/2","8","1/2in X 8in X 16ft","Cherry",32.0,"bdft","Wood"
"1/4210BIR","1/4in X 2in X 10ft  Birch","1/4","2","1/4in X 2in X 10ft","Birch",1.5,"bdft","Wood"
"688WAL","6in X 8in X 8ft  Walnut","6","8","6in X 8in X 8ft","Walnut",216.0,"bdft","Wood"
"12312WAL","12in X 3in X 12ft  Walnut","12","3","12in X 3in X 12ft","Walnut",243.0,"bdft","Wood"
"1228WAL","12in X 2in X 8ft  Walnut","12","2","12in X 2in X 8ft","Walnut",108.0,"bdft","Wood"
"6610PIN","6in X 6in X 10ft  Pine","6","6","6in X 6in X 10ft","Pine",112.5,"bdft","Wood"
"5/8124OAK","5/8in X 12in X 4ft  Oak","5/8","12","5/8in X 12in X 4ft","Oak",11.04,"bdft","Wood"
"6810PIN","6in X 8in X 10ft  Pine","6","8","6in X 8in X 10ft","Pine",150.0,"bdft","Wood"
"4412BIR","4in X 4in X 12ft  Birch","4","4","4in X 4in X 12ft","Birch",72.0,"bdft","Wood"
"2212PIN","2in X 2in X 12ft  Pine","2","2","2in X 2in X 12ft","Pine",12.0,"bdft","Wood"
"NUT1","Upholstery Tack 1in",,,"1in","Upholstery Tack",0.05,"ea","Nails"
"1/238BIR","1/2in X 3in X 8ft  Birch","1/2","3","1/2in X 3in X 8ft","Birch",3.6,"bdft","Wood"
"101216WAL","10in X 12in X 16ft  Walnut","10","12","10in X 12in X 16ft","Walnut",1080.0,"bdft","Wood"
"6816OAK","6in X 8in X 16ft  Oak","6","8","6in X 8in X 16ft","Oak",384.0,"bdft","Wood"
"1/488CHE","1/4in X 8in X 8ft  Cherry","1/4","8","1/4in X 8in X 8ft","Cherry",8.0,"bdft","Wood"
"264BIR","2in X 6in X 4ft  Birch","2","6","2in X 6in X 4ft","Birch",14.4,"bdft","Wood"
"2410PIN","2in X 4in X 10ft  Pine","2","4","2in X 4in X 10ft","Pine",20.0,"bdft","Wood"
"1-1/2612CHE","1-1/2in X 6in X 12ft  Cherry","1-1/2","6","1-1/2in X 6in X 12ft","Cherry",54.0,"bdft","Wood"
"184BIR","1in X 8in X 4ft  Birch","1","8","1in X 8in X 4ft","Birch",9.6,"bdft","Wood"
"3/4312OAK","3/4in X 3in X 12ft  Oak","3/4","3","3/4in X 3in X 12ft","Oak",10.8,"bdft","Wood"
"1/41012BIR","1/4in X 10in X 12ft  Birch","1/4","10","1/4in X 10in X 12ft","Birch",9.0,"bdft","Wood"
"NST7/8","Staples 7/8in",,,"7/8in","Staples",0.04375,"ea","Nails"
"3/848CHE","3/8in X 4in X 8ft  Cherry","3/8","4","3/8in X 4in X 8ft","Cherry",6.0,"bdft","Wood"
"624ASH","6in X 2in X 4ft  Ash","6","2","6in X 2in X 4ft","Ash",21.0,"bdft","Wood"
"5/41016OAK","5/4in X 10in X 16ft  Oak","5/4","10","5/4in X 10in X 16ft","Oak",80.0,"bdft","Wood"
"5/884PIN","5/8in X 8in X 4ft  Pine","5/8","8","5/8in X 8in X 4ft","Pine",4.6,"bdft","Wood"
"1068BIR","10in X 6in X 8ft  Birch","10","6","10in X 6in X 8ft","Birch",180.0,"bdft","Wood"
"488BIR","4in X 8in X 8ft  Birch","4","8","4in X 8in X 8ft","Birch",96.0,"bdft","Wood"
"484CHE","4in X 8in X 4ft  Cherry","4","8","4in X 8in X 4ft","Cherry",80.0,"bdft","Wood"
"11212BIR","1in X 12in X 12ft  Birch","1","12","1in X 12in X 12ft","Birch",43.2,"bdft","Wood"
"264ASH","2in X 6in X 4ft  Ash","2","6","2in X 6in X 4ft","Ash",16.8,"bdft","Wood"
"21010ASH","2in X 10in X 10ft  Ash","2","10","2in X 10in X 10ft","Ash",70.0,"bdft","Wood"
"238OAK","2in X 3in X 8ft  Oak","2","3","2in X 3in X 8ft","Oak",19.2,"bdft","Wood"
"5/448BIR","5/4in X 4in X 8ft  Birch","5/4","4","5/4in X 4in X 8ft","Birch",12.0,"bdft","Wood"
"1810BIR","1in X 8in X 10ft  Birch","1","8","1in X 8in X 10ft","Birch",24.0,"bdft","Wood"
"1/21012OAK","1/2in X 10in X 12ft  Oak","1/2","10","1/2in X 10in X 12ft","Oak",24.0,"bdft","Wood"
"1410CHE","1in X 4in X 10ft  Cherry","1","4","1in X 4in X 10ft","Cherry",20.0,"bdft","Wood"
"1/4316PIN","1/4in X 3in X 16ft  Pine","1/4","3","1/4in X 3in X 16ft","Pine",3.0,"bdft","Wood"
"3/4128BIR","3/4in X 12in X 8ft  Birch","3/4","12","3/4in X 12in X 8ft","Birch",21.6,"bdft","Wood"
"61012CHE","6in X 10in X 12ft  Cherry","6","10","6in X 10in X 12ft","Cherry",450.0,"bdft","Wood"
"121216PIN","12in X 12in X 16ft  Pine","12","12","12in X 12in X 16ft","Pine",720.0,"bdft","Wood"
"1128WAL","1in X 12in X 8ft  Walnut","1","12","1in X 12in X 8ft","Walnut",43.2,"bdft","Wood"
"3/81212PIN","3/8in X 12in X 12ft  Pine","3/8","12","3/8in X 12in X 12ft","Pine",13.5,"bdft","Wood"
"10312WAL","10in X 3in X 12ft  Walnut","10","3","10in X 3in X 12ft","Walnut",202.5,"bdft","Wood"
"5/848BIR","5/8in X 4in X 8ft  Birch","5/8","4","5/8in X 4in X 8ft","Birch",5.52,"bdft","Wood"
"2104PIN","2in X 10in X 4ft  Pine","2","10","2in X 10in X 4ft","Pine",20.0,"bdft","Wood"
"464PIN","4in X 6in X 4ft  Pine","4","6","4in X 6in X 4ft","Pine",30.0,"bdft","Wood"
"11012PIN","1in X 10in X 12ft  Pine","1","10","1in X 10in X 12ft","Pine",30.0,"bdft","Wood"
"134WAL","1in X 3in X 4ft  Walnut","1","3","1in X 3in X 4ft","Walnut",5.4,"bdft","Wood"
"448PIN","4in X 4in X 8ft  Pine","4","4","4in X 4in X 8ft","Pine",40.0,"bdft","Wood"
"2616CHE","2in X 6in X 16ft  Cherry","2","6","2in X 6in X 16ft","Cherry",96.0,"bdft","Wood"
"5/4812WAL","5/4in X 8in X 12ft  Walnut","5/4","8","5/4in X 8in X 12ft","Walnut",54.0,"bdft","Wood"
"168OAK","1in X 6in X 8ft  Oak","1","6","1in X 6in X 8ft","Oak",19.2,"bdft","Wood"
"1038CHE","10in X 3in X 8ft  Cherry","10","3","10in X 3in X 8ft","Cherry",150.0,"bdft","Wood"
"2812ASH","2in X 8in X 12ft  Ash","2","8","2in X 8in X 12ft","Ash",67.2,"bdft","Wood"
"224ASH","2in X 2in X 4ft  Ash","2","2","2in X 2in X 4ft","Ash",5.6,"bdft","Wood"
"3/81010ASH","3/8in X 10in X 10ft  Ash","3/8","10","3/8in X 10in X 10ft","Ash",13.125,"bdft","Wood"
"10610BIR","10in X 6in X 10ft  Birch","10","6","10in X 6in X 10ft","Birch",225.0,"bdft","Wood"
"1/224CHE","1/2in X 2in X 4ft  Cherry","1/2","2","1/2in X 2in X 4ft","Cherry",2.0,"bdft","Wood"
"248OAK","2in X 4in X 8ft  Oak","2","4","2in X 4in X 8ft","Oak",25.6,"bdft","Wood"
"2816PIN","2in X 8in X 16ft  Pine","2","8","2in X 8in X 16ft","Pine",64.0,"bdft","Wood"
"1-1/21212CHE","1-1/2in X 12in X 12ft  Cherry","1-1/2","12","1-1/2in X 12in X 12ft","Cherry",108.0,"bdft","Wood"
"1064WAL","10in X 6in X 4ft  Walnut","10","6","10in X 6in X 4ft","Walnut",135.0,"bdft","Wood"
"438ASH","4in X 3in X 8ft  Ash","4","3","4in X 3in X 8ft","Ash",42.0,"bdft","Wood"
"10316WAL","10in X 3in X 16ft  Walnut","10","3","10in X 3in X 16ft","Walnut",270.0,"bdft","Wood"
"634OAK","6in X 3in X 4ft  Oak","6","3","6in X 3in X 4ft","Oak",36.0,"bdft","Wood"
"1108WAL","1in X 10in X 8ft  Walnut","1","10","1in X 10in X 8ft","Walnut",36.0,"bdft","Wood"
"5/8310ASH","5/8in X 3in X 10ft  Ash","5/8","3","5/8in X 3in X 10ft","Ash",6.0375,"bdft","Wood"
"1/2810BIR","1/2in X 8in X 10ft  Birch","1/2","8","1/2in X 8in X 10ft","Birch",12.0,"bdft","Wood"
"3/4610ASH","3/4in X 6in X 10ft  Ash","3/4","6","3/4in X 6in X 10ft","Ash",15.75,"bdft","Wood"
"61210PIN","6in X 12in X 10ft  Pine","6","12","6in X 12in X 10ft","Pine",225.0,"bdft","Wood"
"6104ASH","6in X 10in X 4ft  Ash","6","10","6in X 10in X 4ft","Ash",105.0,"bdft","Wood"
"4810BIR","4in X 8in X 10ft  Birch","4","8","4in X 8in X 10ft","Birch",120.0,"bdft","Wood"
"3/464OAK","3/4in X 6in X 4ft  Oak","3/4","6","3/4in X 6in X 4ft","Oak",7.2,"bdft","Wood"
"3/81210CHE","3/8in X 12in X 10ft  Cherry","3/8","12","3/8in X 12in X 10ft","Cherry",22.5,"bdft","Wood"
"1048PIN","10in X 4in X 8ft  Pine","10","4","10in X 4in X 8ft","Pine",100.0,"bdft","Wood"
"4216PIN","4in X 2in X 16ft  Pine","4","2","4in X 2in X 16ft","Pine",40.0,"bdft","Wood"
"10812CHE","10in X 8in X 12ft  Cherry","10","8","10in X 8in X 12ft","Cherry",600.0,"bdft","Wood"
"NUT114","Upholstery Tack 1-1/4in",,,,,0.125,"each","Nails"
"1/2124OAK","1/2in X 12in X 4ft  Oak","1/2","12","1/2in X 12in X 4ft","Oak",9.6,"bdft","Wood"
"1/4810BIR","1/4in X 8in X 10ft  Birch","1/4","8","1/4in X 8in X 10ft","Birch",6.0,"bdft","Wood"
"1128ASH","1in X 12in X 8ft  Ash","1","12","1in X 12in X 8ft","Ash",33.6,"bdft","Wood"
"NC5/8","Common Nail 5/8in",,,"5/8in","Common Nail",0.02875,"ea","Nails"
"5/81210WAL","5/8in X 12in X 10ft  Walnut","5/8","12","5/8in X 12in X 10ft","Walnut",31.05,"bdft","Wood"
"434CHE","4in X 3in X 4ft  Cherry","4","3","4in X 3in X 4ft","Cherry",30.0,"bdft","Wood"
"4810OAK","4in X 8in X 10ft  Oak","4","8","4in X 8in X 10ft","Oak",160.0,"bdft","Wood"
"1/248CHE","1/2in X 4in X 8ft  Cherry","1/2","4","1/2in X 4in X 8ft","Cherry",8.0,"bdft","Wood"
"3/4610WAL","3/4in X 6in X 10ft  Walnut","3/4","6","3/4in X 6in X 10ft","Walnut",20.25,"bdft","Wood"
"5/8216OAK","5/8in X 2in X 16ft  Oak","5/8","2","5/8in X 2in X 16ft","Oak",7.36,"bdft","Wood"
"4612PIN","4in X 6in X 12ft  Pine","4","6","4in X 6in X 12ft","Pine",90.0,"bdft","Wood"
"5/8104PIN","5/8in X 10in X 4ft  Pine","5/8","10","5/8in X 10in X 4ft","Pine",5.75,"bdft","Wood"
"3/444PIN","3/4in X 4in X 4ft  Pine","3/4","4","3/4in X 4in X 4ft","Pine",3.0,"bdft","Wood"
"3/428BIR","3/4in X 2in X 8ft  Birch","3/4","2","3/4in X 2in X 8ft","Birch",3.6,"bdft","Wood"
"1-1/268OAK","1-1/2in X 6in X 8ft  Oak","1-1/2","6","1-1/2in X 6in X 8ft","Oak",28.8,"bdft","Wood"
"138BIR","1in X 3in X 8ft  Birch","1","3","1in X 3in X 8ft","Birch",7.2,"bdft","Wood"
"5/464OAK","5/4in X 6in X 4ft  Oak","5/4","6","5/4in X 6in X 4ft","Oak",12.0,"bdft","Wood"
"488OAK","4in X 8in X 8ft  Oak","4","8","4in X 8in X 8ft","Oak",128.0,"bdft","Wood"
"248ASH","2in X 4in X 8ft  Ash","2","4","2in X 4in X 8ft","Ash",22.4,"bdft","Wood"
"21012BIR","2in X 10in X 12ft  Birch","2","10","2in X 10in X 12ft","Birch",72.0,"bdft","Wood"
"1612WAL","1in X 6in X 12ft  Walnut","1","6","1in X 6in X 12ft","Walnut",32.4,"bdft","Wood"
"1610PIN","1in X 6in X 10ft  Pine","1","6","1in X 6in X 10ft","Pine",15.0,"bdft","Wood"
"1038ASH","10in X 3in X 8ft  Ash","10","3","10in X 3in X 8ft","Ash",105.0,"bdft","Wood"
"101210ASH","10in X 12in X 10ft  Ash","10","12","10in X 12in X 10ft","Ash",525.0,"bdft","Wood"
"5/4316OAK","5/4in X 3in X 16ft  Oak","5/4","3","5/4in X 3in X 16ft","Oak",24.0,"bdft","Wood"
"5/8210WAL","5/8in X 2in X 10ft  Walnut","5/8","2","5/8in X 2in X 10ft","Walnut",5.175,"bdft","Wood"
"5/81012WAL","5/8in X 10in X 12ft  Walnut","5/8","10","5/8in X 10in X 12ft","Walnut",31.05,"bdft","Wood"
"3/41212WAL","3/4in X 12in X 12ft  Walnut","3/4","12","3/4in X 12in X 12ft","Walnut",48.6,"bdft","Wood"
"4128CHE","4in X 12in X 8ft  Cherry","4","12","4in X 12in X 8ft","Cherry",240.0,"bdft","Wood"
"5/834WAL","5/8in X 3in X 4ft  Walnut","5/8","3","5/8in X 3in X 4ft","Walnut",3.105,"bdft","Wood"
"12216WAL","12in X 2in X 16ft  Walnut","12","2","12in X 2in X 16ft","Walnut",216.0,"bdft","Wood"
"3/81016PIN","3/8in X 10in X 16ft  Pine","3/8","10","3/8in X 10in X 16ft","Pine",15.0,"bdft","Wood"
"61010BIR","6in X 10in X 10ft  Birch","6","10","6in X 10in X 10ft","Birch",225.0,"bdft","Wood"
"1048OAK","10in X 4in X 8ft  Oak","10","4","10in X 4in X 8ft","Oak",160.0,"bdft","Wood"
"1/4104ASH","1/4in X 10in X 4ft  Ash","1/4","10","1/4in X 10in X 4ft","Ash",3.5,"bdft","Wood"
"4612OAK","4in X 6in X 12ft  Oak","4","6","4in X 6in X 12ft","Oak",144.0,"bdft","Wood"
"5/4810PIN","5/4in X 8in X 10ft  Pine","5/4","8","5/4in X 8in X 10ft","Pine",25.0,"bdft","Wood"
"224CHE","2in X 2in X 4ft  Cherry","2","2","2in X 2in X 4ft","Cherry",8.0,"bdft","Wood"
"2610BIR","2in X 6in X 10ft  Birch","2","6","2in X 6in X 10ft","Birch",36.0,"bdft","Wood"
"1244ASH","12in X 4in X 4ft  Ash","12","4","12in X 4in X 4ft","Ash",84.0,"bdft","Wood"
"1/4812BIR","1/4in X 8in X 12ft  Birch","1/4","8","1/4in X 8in X 12ft","Birch",7.2,"bdft","Wood"
"424CHE","4in X 2in X 4ft  Cherry","4","2","4in X 2in X 4ft","Cherry",20.0,"bdft","Wood"
"1/41210BIR","1/4in X 12in X 10ft  Birch","1/4","12","1/4in X 12in X 10ft","Birch",9.0,"bdft","Wood"
"1/4108PIN","1/4in X 10in X 8ft  Pine","1/4","10","1/4in X 10in X 8ft","Pine",5.0,"bdft","Wood"
"3/464ASH","3/4in X 6in X 4ft  Ash","3/4","6","3/4in X 6in X 4ft","Ash",6.3,"bdft","Wood"
"1-1/2210WAL","1-1/2in X 2in X 10ft  Walnut","1-1/2","2","1-1/2in X 2in X 10ft","Walnut",13.5,"bdft","Wood"
"1-1/2310BIR","1-1/2in X 3in X 10ft  Birch","1-1/2","3","1-1/2in X 3in X 10ft","Birch",13.5,"bdft","Wood"
"10410OAK","10in X 4in X 10ft  Oak","10","4","10in X 4in X 10ft","Oak",200.0,"bdft","Wood"
"1-1/2108BIR","1-1/2in X 10in X 8ft  Birch","1-1/2","10","1-1/2in X 10in X 8ft","Birch",36.0,"bdft","Wood"
"3/444OAK","3/4in X 4in X 4ft  Oak","3/4","4","3/4in X 4in X 4ft","Oak",4.8,"bdft","Wood"
"101216PIN","10in X 12in X 16ft  Pine","10","12","10in X 12in X 16ft","Pine",600.0,"bdft","Wood"
"1/21016BIR","1/2in X 10in X 16ft  Birch","1/2","10","1/2in X 10in X 16ft","Birch",24.0,"bdft","Wood"
"1-1/2810BIR","1-1/2in X 8in X 10ft  Birch","1-1/2","8","1-1/2in X 8in X 10ft","Birch",36.0,"bdft","Wood"
"5/4612ASH","5/4in X 6in X 12ft  Ash","5/4","6","5/4in X 6in X 12ft","Ash",31.5,"bdft","Wood"
"3/4312PIN","3/4in X 3in X 12ft  Pine","3/4","3","3/4in X 3in X 12ft","Pine",6.75,"bdft","Wood"
"1-1/234PIN","1-1/2in X 3in X 4ft  Pine","1-1/2","3","1-1/2in X 3in X 4ft","Pine",4.5,"bdft","Wood"
"1-1/264OAK","1-1/2in X 6in X 4ft  Oak","1-1/2","6","1-1/2in X 6in X 4ft","Oak",14.4,"bdft","Wood"
"12410PIN","12in X 4in X 10ft  Pine","12","4","12in X 4in X 10ft","Pine",150.0,"bdft","Wood"
"2810OAK","2in X 8in X 10ft  Oak","2","8","2in X 8in X 10ft","Oak",64.0,"bdft","Wood"
"1288CHE","12in X 8in X 8ft  Cherry","12","8","12in X 8in X 8ft","Cherry",480.0,"bdft","Wood"
"3/4210BIR","3/4in X 2in X 10ft  Birch","3/4","2","3/4in X 2in X 10ft","Birch",4.5,"bdft","Wood"
"NST038","Staples 3/8in",,,,,0.0375,"each","Nails"
"3/4210PIN","3/4in X 2in X 10ft  Pine","3/4","2","3/4in X 2in X 10ft","Pine",3.75,"bdft","Wood"
"5/81216WAL","5/8in X 12in X 16ft  Walnut","5/8","12","5/8in X 12in X 16ft","Walnut",49.68,"bdft","Wood"
"1-1/234OAK","1-1/2in X 3in X 4ft  Oak","1-1/2","3","1-1/2in X 3in X 4ft","Oak",7.2,"bdft","Wood"
"5/41016PIN","5/4in X 10in X 16ft  Pine","5/4","10","5/4in X 10in X 16ft","Pine",50.0,"bdft","Wood"
"1810OAK","1in X 8in X 10ft  Oak","1","8","1in X 8in X 10ft","Oak",32.0,"bdft","Wood"
"5/41212PIN","5/4in X 12in X 12ft  Pine","5/4","12","5/4in X 12in X 12ft","Pine",45.0,"bdft","Wood"
"5/8812WAL","5/8in X 8in X 12ft  Walnut","5/8","8","5/8in X 8in X 12ft","Walnut",24.84,"bdft","Wood"
"5/468WAL","5/4in X 6in X 8ft  Walnut","5/4","6","5/4in X 6in X 8ft","Walnut",27.0,"bdft","Wood"
"1-1/224ASH","1-1/2in X 2in X 4ft  Ash","1-1/2","2","1-1/2in X 2in X 4ft","Ash",4.2,"bdft","Wood"
"624PIN","6in X 2in X 4ft  Pine","6","2","6in X 2in X 4ft","Pine",15.0,"bdft","Wood"
"1-1/2416PIN","1-1/2in X 4in X 16ft  Pine","1-1/2","4","1-1/2in X 4in X 16ft","Pine",24.0,"bdft","Wood"
"1310CHE","1in X 3in X 10ft  Cherry","1","3","1in X 3in X 10ft","Cherry",15.0,"bdft","Wood"
"1/2216PIN","1/2in X 2in X 16ft  Pine","1/2","2","1/2in X 2in X 16ft","Pine",4.0,"bdft","Wood"
"1/2410WAL","1/2in X 4in X 10ft  Walnut","1/2","4","1/2in X 4in X 10ft","Walnut",9.0,"bdft","Wood"
"10310BIR","10in X 3in X 10ft  Birch","10","3","10in X 3in X 10ft","Birch",112.5,"bdft","Wood"
"121012PIN","12in X 10in X 12ft  Pine","12","10","12in X 10in X 12ft","Pine",450.0,"bdft","Wood"
"3/484BIR","3/4in X 8in X 4ft  Birch","3/4","8","3/4in X 8in X 4ft","Birch",7.2,"bdft","Wood"
"3/8310PIN","3/8in X 3in X 10ft  Pine","3/8","3","3/8in X 3in X 10ft","Pine",2.8125,"bdft","Wood"
"6316OAK","6in X 3in X 16ft  Oak","6","3","6in X 3in X 16ft","Oak",144.0,"bdft","Wood"
"1224BIR","12in X 2in X 4ft  Birch","12","2","12in X 2in X 4ft","Birch",36.0,"bdft","Wood"
"4316ASH","4in X 3in X 16ft  Ash","4","3","4in X 3in X 16ft","Ash",84.0,"bdft","Wood"
"6210WAL","6in X 2in X 10ft  Walnut","6","2","6in X 2in X 10ft","Walnut",67.5,"bdft","Wood"
"1/2212BIR","1/2in X 2in X 12ft  Birch","1/2","2","1/2in X 2in X 12ft","Birch",3.6,"bdft","Wood"
"5/4124OAK","5/4in X 12in X 4ft  Oak","5/4","12","5/4in X 12in X 4ft","Oak",24.0,"bdft","Wood"
"2816CHE","2in X 8in X 16ft  Cherry","2","8","2in X 8in X 16ft","Cherry",128.0,"bdft","Wood"
"1-1/228PIN","1-1/2in X 2in X 8ft  Pine","1-1/2","2","1-1/2in X 2in X 8ft","Pine",6.0,"bdft","Wood"
"1312ASH","1in X 3in X 12ft  Ash","1","3","1in X 3in X 12ft","Ash",12.6,"bdft","Wood"
"1-1/244ASH","1-1/2in X 4in X 4ft  Ash","1-1/2","4","1-1/2in X 4in X 4ft","Ash",8.4,"bdft","Wood"
"3/828BIR","3/8in X 2in X 8ft  Birch","3/8","2","3/8in X 2in X 8ft","Birch",1.8,"bdft","Wood"
"3/4610CHE","3/4in X 6in X 10ft  Cherry","3/4","6","3/4in X 6in X 10ft","Cherry",22.5,"bdft","Wood"
"5/834ASH","5/8in X 3in X 4ft  Ash","5/8","3","5/8in X 3in X 4ft","Ash",2.415,"bdft","Wood"
"3/8810OAK","3/8in X 8in X 10ft  Oak","3/8","8","3/8in X 8in X 10ft","Oak",12.0,"bdft","Wood"
"5/4212WAL","5/4in X 2in X 12ft  Walnut","5/4","2","5/4in X 2in X 12ft","Walnut",13.5,"bdft","Wood"
"144PIN","1in X 4in X 4ft  Pine","1","4","1in X 4in X 4ft","Pine",4.0,"bdft","Wood"
"41216BIR","4in X 12in X 16ft  Birch","4","12","4in X 12in X 16ft","Birch",288.0,"bdft","Wood"
"1/2104ASH","1/2in X 10in X 4ft  Ash","1/2","10","1/2in X 10in X 4ft","Ash",7.0,"bdft","Wood"
"1/234CHE","1/2in X 3in X 4ft  Cherry","1/2","3","1/2in X 3in X 4ft","Cherry",3.0,"bdft","Wood"
"1/2316WAL","1/2in X 3in X 16ft  Walnut","1/2","3","1/2in X 3in X 16ft","Walnut",10.8,"bdft","Wood"
